,SourceFile,Page,PageUtterances,PageSpeakers,PageEmotions,PagePanels,PageBalloons,FileNr,Split,ComicBookTitle,image_path
471,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,8,"['YOU SAW A GATEWAY TO HELL?!', ""THAT'S WHAT I SAID, ISN'T IT?"", 'IT WAS PROBABLY A HALLUCINATION FROM THE DECADE-OLD DUST OR CHEMICALS IN THE WALLS.', 'YOU WERE JUST TRIPPING, TRICK.', 'NO.', 'SOMETHING REALLY BAD HAPPENED HERE.', 'AS OPPOSED TO THE REST OF THE HOUSE? RIGHT. PERFECT.', 'WHAT WAS SO SPECIAL ABOUT THIS ONE ROOM?', 'TRICK… WHAT WERE YOU DOING BEFORE YOU CAME IN HERE?', 'JACKSON… YOU KNOW THIS PLACE IS A BIT OF A LEGEND IN OUR CIRCLES…', 'COLLECTING FOR THE BLACK MARKET THEN?', 'THAT WOULD DO IT. BY TRYING TO STEAL FROM THE TRASK MANSION, HE UNLOCKED SOMETHING PRIMAL.', 'WHATEVER CREATED THE EVIL IN THIS PLACE STARTED IN THIS ROOM.']","['JACKSON T. WINTERS', 'Robby Trick', 'Oliver King', 'Oliver King', 'Edzia Rusnak', 'Edzia Rusnak', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'Robby Trick', 'JACKSON T. WINTERS', 'Edzia Rusnak', 'Edzia Rusnak']","[""['Fear', 'Surprise']"", ""['Sadness', 'Surprise']"", '[Neutral]', '[Neutral]', '[Neutral]', ""['Fear']"", ""['Anger']"", ""['Surprise']"", ""['Surprise']"", '[Neutral]', ""['Anger', 'Surprise']"", ""['Fear']"", ""['Fear']""]","[3, 3, 3, 3, 4, 4, 5, 5, 5, 6, 6, 6, 6]","[1, 2, 3, 4, 1, 2, 1, 2, 3, 1, 2, 3, 4]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00008.jpg
472,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,9,"['HOW ABOUT IT THEN, PSYCHIC? CAN YOU GET A FEEL FOR ANY GHOSTLY GUESTS?', 'IF IT WERE NIGHTFALL MY POWERS WOULD BE MORE IN TUNE WITH THE SPIRITS. IT MIGHT BE BEST IF WE WAITED AND--', 'OH, COME ON NOW. THAT IS SUCH A LOAD OF BULLSHIT.', ""WE GOT YOU EVERYTHING YOU NEEDED. EVEN THAT STUPID MASK. I'M CALLING SHENANIGANS."", 'YOU WANT PROOF? FINE!', ""SPIRITS, IF YOU'RE HERE, SPEAK TO US!"", 'SHOW US A SIGN!', 'ANYTHING?', 'ANOTHER BUST. I KNEW IT.', 'TRICK?']","['JACKSON T. WINTERS', 'Edzia Rusnak', 'Oliver King', 'Oliver King', 'Edzia Rusnak', 'Edzia Rusnak', 'Edzia Rusnak', 'JACKSON T. WINTERS', 'Oliver King', 'Oliver King']","[""['Anger', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Anger', 'Disgust']"", ""['Anger', 'Disgust']"", ""['Anger']"", '[Neutral]', '[Neutral]', ""['Surprise']"", ""['Anger', 'Sadness']"", ""['Surprise']""]","[1, 1, 2, 2, 3, 4, 4, 5, 5, 5]","[1, 2, 1, 2, 1, 1, 2, 1, 2, 3]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00009.jpg
473,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,10,"['YOU RANG?!', ""THAT CAN'T BE GOOD. RUSNAK?"", ""I - I DON'T KNOW. I'M SORRY. I DIDN'T-THAT'S NEVER HAPPENED BEFORE. I--"", ""OH, WEE GIRL, DON'T WORRY. DEAR OLD TRICKY IS IN HERE SOMEWHERE. HE THINKS YOU'RE CUTE, Y'KNOW."", 'TOTALLY FUCKABLE.']","['ID-13', 'JACKSON T. WINTERS', 'Edzia Rusnak', 'ID-13', 'ID-13']","[""['Anger', 'Surprise', 'Joy']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger', 'Joy']"", ""['Anger', 'Joy']""]","[1, 2, 2, 3, 3]","[1, 1, 2, 1, 2]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00010.jpg
474,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,11,"['SHOVE OFF!', ""YOU'RE IN OVER YOUR HEAD, CON MAN."", 'THIS HOUSE FEEDS ON THE LIKES OF YOU.', 'IS THAT SO… HOW DO YOU KNOW?', ""IT'S THE CURSE. IT NEEDS THE SOULS OF THE WILLING SINNER TO POWER THE MASTER AND GIVE HIM NEVERENDING LIFE AND RICHES."", ""SOULS LIKE THIS BODY, WHO KNEW WHAT THEY WERE DOING WAS WRONG BUT DID IT ANYWAY. ISN'T THAT RIGHT, TRICK?"", 'JACKSON, OH THANK GOD. I WAS STANDING IN HELL AGAIN, BUT THERE WAS NO DOOR OR WHITE ROOM AND--', 'AND BACK YA GO, BOYO! WHERE HE BELONGS, AM I RIGHT?', '#HA HA HA HA HA!']","['JACKSON T. WINTERS', 'ID-13', 'ID-13', 'JACKSON T. WINTERS', 'ID-13', 'ID-13', 'Robby Trick', 'ID-13', 'ID-13']","[""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Joy']"", ""['Anger', 'Joy']"", ""['Anger', 'Fear', 'Surprise']"", '[Neutral]', ""['Surprise', 'Joy']"", ""['Fear', 'Surprise']"", ""['Joy']"", ""['Joy']""]","[1, 2, 2, 2, 3, 3, 3, 4, 4]","[1, 1, 2, 3, 1, 2, 3, 1, 2]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00011.jpg
475,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,12,"['WHAT THE HELL ARE YOU DOING?', 'I-I --MY PLAN, REMEMBER?', ""IF TRICK IS REALLY POSSESSED, THERE'S OUR TRAPPED GHOST! LET'S GET THE HELL OUT OF HERE!"", 'NOT THAT EASY, KING.', 'WHAT DO YOU MEAN?', 'NO NO NO NO.', ""HE MEANS… WHO'S GOING TO EXORCISE THE GHOST FROM TRICK?"", ""YOU CAN'T?"", 'NO. I --WELL, I --TRICK WAS THE ONLY ONE WHO KNEW HOW.', ""WELL, I HOPE YOU'RE A FAST LEANER AND QUICK ON YOUR FEET, RUSNAK."", 'GRAB HIS LEGS BEFORE HE WAKES UP AND TRIES TO VOMIT PEA SOUP ON US.']","['JACKSON T. WINTERS', 'Oliver King', 'Oliver King', 'JACKSON T. WINTERS', 'Oliver King', 'Edzia Rusnak', 'Edzia Rusnak', 'Oliver King', 'Edzia Rusnak', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS']","[""['Anger', 'Surprise']"", ""['Anger', 'Sadness', 'Surprise']"", ""['Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Surprise']"", ""['Fear', 'Sadness']"", ""['Anger', 'Fear']"", ""['Anger', 'Surprise']"", ""['Fear']"", ""['Anger']"", ""['Anger']""]","[2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4]","[1, 2, 3, 4, 5, 6, 1, 2, 3, 1, 2]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00012.jpg
476,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,13,"['JOE!', 'DUDE, CAN YOU HEAR ME? WHERE ARE YOU?!', 'JACKSON IS SUCH A SCREW UP. MARKUS BETTER BE RIGHT ABOUT HIM.', ""IF I DIE IN THIS HOUSE I'M GOING TO BE PISSED."", 'WHY WOULD JOE LEAVE HIS STATION? HE NEVER LEAVES THE MONITORS.', ""YEAH, IT DOESN'T MAKE ANY SENSE…"", 'JOE, THIS IS YOUR BROTHER, DUDE. WHERE ARE YOU? CALL ME BACK ASAP.', ""YOU… YOU'RE… REALLY STARTING TO FREAK ME OUT. DAD'S GONNA BE PISSED IF I LET SOMETHING…"", 'JAY!', 'JOE?']","['Jay Burns', 'Jay Burns', 'ANDERSON LAKE', 'ANDERSON LAKE', 'Britney', 'Andy', 'Jay Burns', 'Jay Burns', 'Joe Burns', 'Jay Burns']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger']"", ""['Anger', 'Fear']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Fear', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Fear', 'Surprise']""]","[1, 1, 2, 2, 3, 4, 5, 5, 6, 6]","[1, 2, 1, 2, 1, 1, 1, 2, 1, 2]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00013.jpg
477,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,14,"['@LISTEN TO ME, JAY.', ""@WE'RE NOT HERE TO STEAL A GHOST. YOU NEED TO GET THE HELL OUT OF THIS HOUSE. NOW."", 'JOE, WHERE ARE YOU? WHAT--', ""@I'M DEAD, BRO. GHOSTS DID ME IN."", 'DEAD? WHAT ARE YOU TALKING--?', ""@THEY GOT ME. I'M ONE OF THEM NOW. IT'S OKAY, JAY. WELL, ACTUALLY IT ISN'T, BUT--"", ""@WAIT, THEY'RE COMING. IF THEY FIND OUT I'M WARNING YOU… YOU NEED TO GO."", '@RUN!', '@RUN!']","['Joe Burns', 'Joe Burns', 'Jay Burns', 'Joe Burns', 'Jay Burns', 'Joe Burns', 'Joe Burns', 'Joe Burns', 'Joe Burns']","[""['Fear']"", ""['Fear', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Sadness']"", ""['Fear']"", ""['Sadness', 'Joy']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']""]","[1, 1, 2, 2, 2, 3, 4, 4, 5]","[1, 2, 1, 2, 3, 1, 1, 2, 1]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00014.jpg
478,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,15,"['YOU FIND JOE?', 'WHAT IS THIS, NAPTIME?', ""I'LL GIVE YOU THE SHORT VERSION. GOT HIMSELF POSSESSED AND NOW WE HAVE NO ONE TO GET THE GHOST OUT."", ""OH, WELL THAT'S JUST DANDY. ACTUALLY…"", 'YOU TWO WOULD MAKE A PERFECT COUPLE. COLD BLOODED AND--', 'MY BROTHER IS DEAD!', 'SLOW DOWN! WHAT THE HELL ARE YOU--?', 'HE-HE… I SAW HIM, JACKSON. HIS GHOST TALKED TO ME. IT WAS JOE… HE WAS--', 'A FUCKING GHOST! WE GOTTA GET OUT OF HERE. NOW.', ""AND THAT'S MY CUE. I'VE OFFICIALLY HAD MY FILL OF THIS BULLSHIT."", ""YOU'RE STILL NOT A BELIEVER?! EVEN WITH WHAT HAPPENED TO TRICK?"", ""I DON'T KNOW WHAT HAPPENED TO TRICK. THIS CRAP IS GETTING TOO HEAVY FOR ME. I'M OUT!"", 'PEACE!']","['JACKSON T. WINTERS', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'ANDERSON LAKE', 'Oliver King', 'Jay Burns', 'JACKSON T. WINTERS', 'Jay Burns', 'Jay Burns', 'Oliver King', 'Edzia Rusnak', 'Oliver King', 'Oliver King']","[""['Fear', 'Surprise']"", ""['Surprise', 'Joy']"", '[Neutral]', ""['Joy']"", '[Neutral]', ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger', 'Disgust']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Joy']""]","[1, 1, 2, 2, 2, 3, 4, 4, 4, 5, 5, 5, 5]","[1, 2, 1, 2, 3, 1, 1, 2, 3, 1, 2, 3, 4]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00015.jpg
479,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,16,"[""YOU'RE GOING NOWHERE."", 'SO IS THIS WHERE YOU SHOW YOUR TRUE COLORS, ANDERSON?', ""TRICK IS POSSESSED AND COMING WITH ME… ALONE. BUT FIRST YOU'RE GOING TO FIGURE OUT HOW TO EXORCISE THE OLD FART SO I CAN HAND THE GHOST OVER TO MARKUS."", 'BUT RUSNAK KEEPS SAYING THAT WE NEED TO BE HERE AFTER SUNSET, RIGHT? SO…', ""YOU'RE NOT LEAVING.""]","['ANDERSON LAKE', 'JACKSON T. WINTERS', 'ANDERSON LAKE', 'ANDERSON LAKE', 'ANDERSON LAKE']","[""['Anger']"", ""['Anger', 'Surprise']"", ""['Anger']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger']""]","[1, 2, 3, 3, 3]","[1, 1, 1, 2, 4]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00016.jpg
480,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,17,"[""THE HELL WE'RE NOT. MOVE ASIDE."", 'NO.', 'WHAT ARE YOU GOING TO DO, SHOOT ME?', 'ONE MORE GHOST FOR THE HOUSE.', 'TRICK IS POSSESSED AND JOE IS DEAD, YA LOON.', ""IT'S TIME TO ROLL!"", 'YOU FORGET THAT I MIGHT BE PART OF THIS TEAM, BUT I WORK FOR MARKUS. WHAT HE WANTS IS MY PRIORITY.', 'WHAT HE WANTS IS IMPOSSIBLE!', ""WE'RE NOT LEAVING UNTIL WE FIGURE OUT HOW TO GET THIS GHOST OUTTA TRICK!"", ""CAN'T YOU SEE THIS IS A SET-UP? SOMETHING AIN'T RIGHT, ANDERSON. YOU NEED TO LET US GO OR I'LL--"", ""YOU'LL WHAT?"", ""THAT'S ENOUGH OF THIS JAZZ."", 'ANDERSON, CALM DOWN. MARKUS IS GETTING HIS FUCKING GHOST, OKAY?', ""IF YOU DON'T GET THAT GHOST, YOU'RE GOING BACK TO PRISON, JACKSON."", ""WON'T MATTER IF WE'RE ALL DEAD! IF WE'RE GOING TO GET OUT OF THIS ALIVE, WE NEED TO STICK TO THE RULES AND GET OUT OF HERE BEFORE THE SUN--"", 'SETS.', 'SHIT.']","['Jay Burns', 'ANDERSON LAKE', 'Jay Burns', 'ANDERSON LAKE', 'Oliver King', 'Oliver King', 'ANDERSON LAKE', 'Oliver King', 'ANDERSON LAKE', 'Jay Burns', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS']","[""['Anger', 'Surprise']"", ""['Anger']"", ""['Anger', 'Surprise']"", ""['Anger']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger']"", ""['Anger', 'Sadness']"", ""['Anger']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Surprise']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']""]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[1, 2, 3, 4, 1, 2, 3, 1, 2, 3, 4, 1, 2, 3, 4, 2, 3]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00017.jpg
481,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,18,['NOBODY MOVE.'],['JACKSON T. WINTERS'],"[""['Anger', 'Fear']""]",[3],[1],1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00018.jpg
482,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,19,"['THE DOORS!', 'RUN!', 'STOP! I SAID THAT NO ONE IS--', 'GET OFF ME, BITCH!', 'LET THEM GO. I WARNED ALL OF YOU…', 'WAIT… WHOA…']","['Jay Burns', 'Jay Burns', 'ANDERSON LAKE', 'Britney', 'JACKSON T. WINTERS', 'Jay Burns']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Fear', 'Surprise']""]","[1, 1, 2, 3, 3, 4]","[2, 3, 1, 1, 2, 1]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00019.jpg
483,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,20,"['JESUS!', '#EEIII!']","['Jay Burns', 'Britney']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']""]","[2, 2]","[1, 2]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00020.jpg
484,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,21,"['#UK!', 'NO WAY. NO FUCKING WAY.', ""SO IF WE STAY IN THE HOUSE, WE'RE SAFE, RIGHT?"", 'YOU HAD TO SAY IT, YOU DUMB, STUPID GIRL.']","['Andy', 'Oliver King', 'Edzia Rusnak', 'ANDERSON LAKE']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']""]","[2, 3, 3, 3]","[1, 1, 2, 3]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00021.jpg
485,QC copy - 1561 - 36 Fantasmas vol. 1 - Ghosted 4.xlsx,22,"['HEY SO, JACKSON… YOU GOT ANY TRICKS UP YOUR SLEEVE TO GET US OUT OF THIS MESS?', 'THIS IS EXACTLY WHAT I WANTED, KING.', 'OUR GIG WAS NEVER JUST A ROBBERY.', ""IT'S A PRISON BREAK.""]","['Oliver King', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS']","[""['Fear', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear']""]","[1, 1, 1, 1]","[1, 2, 3, 4]",1561,TRAIN,Fantasmas vol. 1 - Ghosted #4,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001561/images/page00022.jpg
486,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,1,"[""Something I'm often accused of is using people. As if that's some kind of insult."", 'Building the best team for a score is a talent. Each member is a tool for the job.', 'The killer.', 'The thief.', 'The skeptic.', 'And then the believer.', 'Cogs in my machine.', 'But today…', 'WAIT, WAIT… WE CAN HELP YOU. HELP YOU BE FREE.']","['JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'Edzia Rusnak']","[""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Fear', 'Surprise']""]","[1, 1, 1, 2, 3, 4, 4, 4, 4]","[1, 2, 3, 1, 1, 1, 2, 3, 4]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00001.jpg
487,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,2,"['The ghosts in the machine are out to ruin my job.', ""I DON'T THINK THEY'RE BUYING WHAT YOU'RE SELLING, RUSNAK!"", 'RUN!', 'WE ARE SO FUCKED!', '#HHSSS', ""SHIT! DIDN'T EVEN FAZE HIM!""]","['JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS', 'Oliver King', 'Demon 1', 'ANDERSON LAKE']","[""['Anger', 'Sadness']"", ""['Fear']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger']"", ""['Anger', 'Fear', 'Surprise']""]","[1, 1, 1, 1, 3, 3]","[1, 2, 3, 4, 1, 2]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00002.jpg
488,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,3,"['SPEAK FOR YOURSELF, KING!', 'THEY HATE SUNLIGHT, YEAH?', 'THEN MAYBE A LITTLE HEAT WILL DO THE JOB.', 'STICK TO THE PLAN! GET TRICK TO SAFETY AND THEN--', 'THERE IS NO PLAN, JACKSON.']","['ANDERSON LAKE', 'Oliver King', 'Oliver King', 'JACKSON T. WINTERS', 'ANDERSON LAKE']","[""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Surprise']"", ""['Anger', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger', 'Fear', 'Sadness']""]","[1, 1, 1, 2, 2]","[1, 2, 3, 1, 2]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00003.jpg
489,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,4,"['WE HAVE THE GHOST WE CAME FOR. GAME OVER.', ""OH, IT'S NOT A PARTY UNLESS A GUN IS AIMED AT SOMEONE'S HEAD, IS IT NOW, JACKSON?"", 'HOW ARE YOU GOING TO GET THE GHOST OUT OF HIM, ANDERSON?!', '#HUNH?!', 'NOT MY CONCERN.', ""AND THE REST OF YOU CAN JUST DIE HERE AS FAR AS I'M--"", 'DAMN!']","['ANDERSON LAKE', 'AN0-DI0-FE3-SA0-SU3-JO0', 'AN3-DI0-FE3-SA0-SU3-JO0', 'AN4-DI0-FE0-SA0-SU4-JO0', 'ANDERSON LAKE', 'ANDERSON LAKE', 'ANDERSON LAKE']","[""['Anger', 'Fear']"", ""['Fear', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Surprise']"", ""['Anger']"", ""['Anger', 'Disgust']"", ""['Anger', 'Fear', 'Surprise']""]","[1, 1, 2, 2, 3, 3, 4]","[1, 2, 1, 2, 1, 2, 1]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00004.jpg
490,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,5,"[""KNEW YOU WERE MARKUS'S PET BITCH FROM THE BEGINNING, ANDERSON."", ""IT'S BEEN FUN, KIDS, BUT I'M TAKING THIS BODY FOR A RIDE!"", ""OH NO, YOU DON'T!"", ""JACKSON, WE CAME HERE TO DO A JOB. AND I'M GOING TO FINISH IT WITH OR WITHOUT YOU."", ""YOU HAVE A CHOICE. YOU DON'T HAVE TO DO THIS! WE DON'T HAVE TO GIVE MARKUS ANYTHING."", ""YOU'LL NEVER ESCAPE THIS HOUSE, KING! IT LOVES ITS GUESTS TOO MUCH."", 'MARKUS IS GOING TO GET HIS GHOST! MAYBE THE HOUSE WILL LET ME TRADE.', ""THEY GIVE ME AN OLD GHOST, AND I'LL GIVE THEM A…""]","['JACKSON T. WINTERS', 'ID-13', 'Oliver King', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'ID-13', 'ANDERSON LAKE', 'ANDERSON LAKE']","[""['Anger', 'Disgust', 'Sadness']"", ""['Joy']"", ""['Anger', 'Fear']"", ""['Anger', 'Sadness']"", ""['Anger', 'Fear']"", ""['Joy']"", ""['Anger']"", ""['Anger']""]","[1, 1, 1, 1, 1, 2, 3, 4]","[1, 2, 3, 4, 5, 1, 1, 1]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00005.jpg
491,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,6,"['NEW ONE!', 'JACKSON!', ""I'M BEGINNING TO LIKE THIS GIRL."", 'THE ACT IS OVER, JACKSON. YOU CAN DITCH THE WHOLE "" HAUNTED, COOL GUY "" ROUTINE NOW.', 'JUST FOCUS ON DYING, OKAY?', ""WHY ARE YOU DOING THIS? WHY DO YOU FOLLOW MARKUS'S ORDERS SO BLINDLY?"", 'WHAT DOES THAT OLD FART GOT ON YOU?']","['ANDERSON LAKE', 'Edzia Rusnak', 'ID-13', 'ANDERSON LAKE', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'JACKSON T. WINTERS']","[""['Anger', 'Sadness']"", ""['Fear', 'Surprise']"", ""['Surprise', 'Joy']"", ""['Anger', 'Joy']"", ""['Anger', 'Joy']"", ""['Sadness', 'Surprise']"", ""['Sadness', 'Surprise']""]","[1, 1, 1, 1, 1, 2, 2]","[1, 2, 3, 4, 5, 2, 3]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00006.jpg
492,QC copy - 1562 - 36 Fantasmas vol. 1 - Ghosted 5.xlsx,7,"['HE SAVED ME!', ""MARKUS STOLE ME AWAY FROM SEX TRADERS ON THE BULGARIAN BORDER. IF IT WASN'T FOR MARKUS, I WOULD HAVE HAD A LIFETIME OF SLAVERY."", 'SO YOU TRADED ONE LIFETIME OF SLAVERY FOR ANOTHER.', 'HARDLY. MARKUS ALWAYS TOOK AMAZING CARE OF ME.', 'SAID I REMINDED HIM OF HIS LOST LITTLE SISTER.', 'YOU LOOK NOTHING LIKE HER.', 'HOW WOULD YOU KNOW?']","['ANDERSON LAKE', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'ANDERSON LAKE', 'ANDERSON LAKE', 'JACKSON T. WINTERS', 'ANDERSON LAKE']","[""['Anger', 'Sadness']"", ""['Anger', 'Disgust', 'Sadness']"", ""['Sadness', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Disgust']"", ""['Anger', 'Surprise']""]","[1, 1, 1, 1, 1, 1, 3]","[1, 3, 4, 5, 6, 7, 1]",1562,TRAIN,Fantasmas vol. 1 - Ghosted #5,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001562/images/page00007.jpg
